frozen_pdb_manifest_version,selection_spec_id,pdb_id,release_date,experimental_method,modality,resolution_combined,resolution_band,polymer_entity_count,deposited_protein_instance_count,chain_id,protein_chains_in_entity,chain_length_metadata,chain_length_parsed,num_ca_atoms,fraction_ca_present,num_nonpolymer_ligands,nonpolymer_bound_components,ligand_state,has_metal,organism,is_membrane_annotated,qscore,clashscore,validation_available,validation_quality_fields,mmcif_deposited_url,validation_url_primary,pdb_stratum,entry_exclusion_code,mmcif_sha256,validation_pdf_sha256,download_status,parse_status,graph_status,topology_status
2026-04-02-pdb-neurips-v1,protein_domain_cath_rcsb_v1,3J9E,2015-12-09T00:00:00+0000,ELECTRON MICROSCOPY,cryoem,3.3,2p5_to_3p5,1,1,D,D,526,,,,0,,apo_like,N,Bluetongue virus 1,N,0.474,19.96,Y,"{""em.atom_inclusion_all_atoms"":0.791,""em.atom_inclusion_backbone"":0.828,""em.qscore"":0.474,""geometry.angles_rmsz"":1.45,""geometry.bonds_rmsz"":1.0,""geometry.clashscore"":19.96,""geometry.percent_ramachandran_outliers"":2.93,""geometry.percent_rotamer_outliers"":20.82,""summary.attempted_validation_steps"":""visualanalysis,molprobity,validation-pack,percentiles,writexml,writecif,writepdf"",""summary.ligands_for_buster_report"":""N"",""summary.report_creation_date"":""2024-02-12T19:45:00+0000""}",https://files.rcsb.org/download/3J9E.cif,https://www.ebi.ac.uk/pdbe/entry-files/3j9e_validation.pdf,cryo_em_robustness,,,,pending,pending,pending,pending
2026-04-02-pdb-neurips-v1,protein_domain_cath_rcsb_v1,3J9S,2015-03-11T00:00:00+0000,ELECTRON MICROSCOPY,cryoem,2.6,2p5_to_3p5,1,1,A,A,398,,,,3,ZN,ligand_or_cofactor_bound,Y,Bovine rotavirus strain UK/G6,N,0.535,22.81,Y,"{""em.atom_inclusion_all_atoms"":0.571,""em.atom_inclusion_backbone"":0.761,""em.qscore"":0.535,""geometry.angles_rmsz"":0.78,""geometry.bonds_rmsz"":1.0,""geometry.clashscore"":22.81,""geometry.percent_ramachandran_outliers"":0.76,""geometry.percent_rotamer_outliers"":5.14,""summary.attempted_validation_steps"":""visualanalysis,molprobity,validation-pack,mogul,percentiles,writexml,writecif,writepdf"",""summary.ligands_for_buster_report"":""N"",""summary.report_creation_date"":""2024-10-08T04:00:00+0000""}",https://files.rcsb.org/download/3J9S.cif,https://www.ebi.ac.uk/pdbe/entry-files/3j9s_validation.pdf,stress,,,,pending,pending,pending,pending
2026-04-02-pdb-neurips-v1,protein_domain_cath_rcsb_v1,3JBS,2015-10-28T00:00:00+0000,ELECTRON MICROSCOPY,cryoem,2.9,2p5_to_3p5,1,1,A,A,176,,,,0,,apo_like,N,Saccharomyces cerevisiae BY4741,N,0.445,0.0,Y,"{""em.atom_inclusion_all_atoms"":0.68,""em.atom_inclusion_backbone"":0.829,""em.qscore"":0.445,""geometry.angles_rmsz"":0.6,""geometry.bonds_rmsz"":0.69,""geometry.clashscore"":0.0,""geometry.percent_ramachandran_outliers"":0.0,""geometry.percent_rotamer_outliers"":0.0,""summary.attempted_validation_steps"":""visualanalysis,molprobity,validation-pack,percentiles,writexml,writecif,writepdf"",""summary.ligands_for_buster_report"":""N"",""summary.report_creation_date"":""2024-02-13T17:26:00+0000""}",https://files.rcsb.org/download/3JBS.cif,https://www.ebi.ac.uk/pdbe/entry-files/3jbs_validation.pdf,cryo_em_robustness,,,,pending,pending,pending,pending
2026-04-02-pdb-neurips-v1,protein_domain_cath_rcsb_v1,3JCI,2016-02-03T00:00:00+0000,ELECTRON MICROSCOPY,cryoem,2.9,2p5_to_3p5,1,1,A,A,190,,,,0,,apo_like,N,Porcine circovirus-2,N,0.587,8.15,Y,"{""em.atom_inclusion_all_atoms"":0.772,""em.atom_inclusion_backbone"":0.862,""em.qscore"":0.587,""geometry.angles_rmsz"":0.55,""geometry.bonds_rmsz"":0.45,""geometry.clashscore"":8.15,""geometry.percent_ramachandran_outliers"":0.53,""geometry.percent_rotamer_outliers"":0.0,""summary.attempted_validation_steps"":""visualanalysis,molprobity,validation-pack,validation_schema,percentiles,writexml,writecif,writepdf"",""summary.ligands_for_buster_report"":""N"",""summary.report_creation_date"":""2025-06-01T18:47:00+0000""}",https://files.rcsb.org/download/3JCI.cif,https://www.ebi.ac.uk/pdbe/entry-files/3jci_validation.pdf,cryo_em_robustness,,,,pending,pending,pending,pending
2026-04-02-pdb-neurips-v1,protein_domain_cath_rcsb_v1,3KTT,2010-03-16T00:00:00+0000,ELECTRON MICROSCOPY,cryoem,4.0,gt_3p5,1,1,B,B,513,,,,0,,apo_like,N,Bos taurus,N,0.045,176.1,Y,"{""em.atom_inclusion_all_atoms"":0.4358,""em.atom_inclusion_backbone"":0.5665,""em.qscore"":0.045,""geometry.angles_rmsz"":1.34,""geometry.bonds_rmsz"":0.96,""geometry.clashscore"":176.1,""geometry.percent_ramachandran_outliers"":4.31,""geometry.percent_rotamer_outliers"":7.33,""summary.attempted_validation_steps"":""visualanalysis,molprobity,validation-pack,percentiles,writexml,writecif,writepdf"",""summary.ligands_for_buster_report"":""N"",""summary.report_creation_date"":""2022-11-20T01:08:00+0000""}",https://files.rcsb.org/download/3KTT.cif,https://www.ebi.ac.uk/pdbe/entry-files/3ktt_validation.pdf,cryo_em_robustness,,,,pending,pending,pending,pending
2026-04-02-pdb-neurips-v1,protein_domain_cath_rcsb_v1,5A22,2015-08-19T00:00:00+0000,ELECTRON MICROSCOPY,cryoem,3.8,gt_3p5,1,1,A,A,2109,,,,1,ZN,ligand_or_cofactor_bound,Y,VESICULAR STOMATITIS VIRUS,N,0.396,13.27,Y,"{""em.atom_inclusion_all_atoms"":0.541,""em.atom_inclusion_backbone"":0.537,""em.qscore"":0.396,""geometry.angles_rmsz"":0.67,""geometry.bonds_rmsz"":0.46,""geometry.clashscore"":13.27,""geometry.percent_ramachandran_outliers"":1.96,""geometry.percent_rotamer_outliers"":4.74,""summary.attempted_validation_steps"":""visualanalysis,molprobity,validation-pack,mogul,percentiles,writexml,writecif,writepdf"",""summary.ligands_for_buster_report"":""N"",""summary.report_creation_date"":""2024-10-13T07:26:00+0000""}",https://files.rcsb.org/download/5A22.cif,https://www.ebi.ac.uk/pdbe/entry-files/5a22_validation.pdf,stress,length_outside_80_800,,,pending,pending,pending,pending
2026-04-02-pdb-neurips-v1,protein_domain_cath_rcsb_v1,5I68,2016-08-03T00:00:00+0000,ELECTRON MICROSCOPY,cryoem,3.37,2p5_to_3p5,1,1,A,A,663,,,,2,,ligand_or_cofactor_bound,N,Komagataella pastoris,N,0.519,22.44,Y,"{""em.atom_inclusion_all_atoms"":0.7674,""em.atom_inclusion_backbone"":0.8308,""em.author_provided_fsc_resolution_by_cutoff_pt143"":3.36,""em.qscore"":0.519,""geometry.angles_rmsz"":0.58,""geometry.bonds_rmsz"":0.42,""geometry.clashscore"":22.44,""geometry.percent_ramachandran_outliers"":0.0,""geometry.percent_rotamer_outliers"":0.89,""summary.attempted_validation_steps"":""visualanalysis,molprobity,validation-pack,mogul,buster-report,percentiles,writexml,writecif,writepdf"",""summary.ligands_for_buster_report"":""Y"",""summary.report_creation_date"":""2022-11-19T10:59:00+0000""}",https://files.rcsb.org/download/5I68.cif,https://www.ebi.ac.uk/pdbe/entry-files/5i68_validation.pdf,stress,,,,pending,pending,pending,pending
2026-04-02-pdb-neurips-v1,protein_domain_cath_rcsb_v1,5JXL,2016-11-16T00:00:00+0000,ELECTRON MICROSCOPY,cryoem,3.5,2p5_to_3p5,1,1,A,A,851,,,,0,,apo_like,N,Campylobacter jejuni subsp. jejuni 81116,N,0.454,14.65,Y,"{""em.atom_inclusion_all_atoms"":0.556,""em.atom_inclusion_backbone"":0.741,""em.qscore"":0.454,""geometry.angles_rmsz"":0.58,""geometry.bonds_rmsz"":0.39,""geometry.clashscore"":14.65,""geometry.percent_ramachandran_outliers"":2.24,""geometry.percent_rotamer_outliers"":0.0,""summary.attempted_validation_steps"":""visualanalysis,molprobity,validation-pack,percentiles,writexml,writecif,writepdf"",""summary.ligands_for_buster_report"":""N"",""summary.report_creation_date"":""2024-03-13T09:30:00+0000""}",https://files.rcsb.org/download/5JXL.cif,https://www.ebi.ac.uk/pdbe/entry-files/5jxl_validation.pdf,stress,length_outside_80_800,,,pending,pending,pending,pending
2026-04-02-pdb-neurips-v1,protein_domain_cath_rcsb_v1,5LII,2017-07-19T00:00:00+0000,ELECTRON MICROSCOPY,cryoem,3.8,gt_3p5,1,1,P,P,463,,,,0,,apo_like,N,Staphylococcus phage 812,N,0.438,40.64,Y,"{""em.atom_inclusion_all_atoms"":0.8486,""em.atom_inclusion_backbone"":0.899,""em.qscore"":0.438,""geometry.angles_rmsz"":1.18,""geometry.bonds_rmsz"":0.69,""geometry.clashscore"":40.64,""geometry.percent_ramachandran_outliers"":1.16,""geometry.percent_rotamer_outliers"":0.71,""summary.attempted_validation_steps"":""visualanalysis,molprobity,validation-pack,percentiles,writexml,writecif,writepdf"",""summary.ligands_for_buster_report"":""N"",""summary.report_creation_date"":""2022-11-20T16:43:00+0000""}",https://files.rcsb.org/download/5LII.cif,https://www.ebi.ac.uk/pdbe/entry-files/5lii_validation.pdf,cryo_em_robustness,,,,pending,pending,pending,pending
2026-04-02-pdb-neurips-v1,protein_domain_cath_rcsb_v1,5OJS,2017-08-09T00:00:00+0000,ELECTRON MICROSCOPY,cryoem,3.7,gt_3p5,1,1,T,T,3767,,,,0,,apo_like,N,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),N,0.387,8.09,Y,"{""em.atom_inclusion_all_atoms"":0.6411,""em.atom_inclusion_backbone"":0.8043,""em.author_provided_fsc_resolution_by_cutoff_pt143"":3.73,""em.qscore"":0.387,""geometry.angles_rmsz"":0.74,""geometry.bonds_rmsz"":0.37,""geometry.clashscore"":8.09,""geometry.percent_ramachandran_outliers"":0.64,""geometry.percent_rotamer_outliers"":2.91,""summary.attempted_validation_steps"":""visualanalysis,molprobity,validation-pack,percentiles,writexml,writecif,writepdf"",""summary.ligands_for_buster_report"":""N"",""summary.report_creation_date"":""2022-11-19T18:39:00+0000""}",https://files.rcsb.org/download/5OJS.cif,https://www.ebi.ac.uk/pdbe/entry-files/5ojs_validation.pdf,stress,length_outside_80_800,,,pending,pending,pending,pending
2026-04-02-pdb-neurips-v1,protein_domain_cath_rcsb_v1,5OXE,2017-11-22T00:00:00+0000,ELECTRON MICROSCOPY,cryoem,3.7,gt_3p5,1,1,A,A,81,,,,0,,apo_like,N,Aeropyrum pernix bacilliform virus 1,N,0.474,10.65,Y,"{""em.atom_inclusion_all_atoms"":0.6895,""em.atom_inclusion_backbone"":0.8,""em.author_provided_fsc_resolution_by_cutoff_pt143"":3.76,""em.qscore"":0.474,""geometry.angles_rmsz"":0.9,""geometry.bonds_rmsz"":0.59,""geometry.clashscore"":10.65,""geometry.percent_ramachandran_outliers"":0.0,""geometry.percent_rotamer_outliers"":0.0,""summary.attempted_validation_steps"":""visualanalysis,molprobity,validation-pack,percentiles,writexml,writecif,writepdf"",""summary.ligands_for_buster_report"":""N"",""summary.report_creation_date"":""2022-11-19T19:04:00+0000""}",https://files.rcsb.org/download/5OXE.cif,https://www.ebi.ac.uk/pdbe/entry-files/5oxe_validation.pdf,cryo_em_robustness,,,,pending,pending,pending,pending
2026-04-02-pdb-neurips-v1,protein_domain_cath_rcsb_v1,5TJ6,2016-12-14T00:00:00+0000,ELECTRON MICROSCOPY,cryoem,3.5,2p5_to_3p5,1,1,A,A,1070,,,,4,"CA,K",ligand_or_cofactor_bound,Y,Aplysia californica,Y,0.4,0.9,Y,"{""em.atom_inclusion_all_atoms"":0.712,""em.atom_inclusion_backbone"":0.938,""em.qscore"":0.4,""geometry.angles_rmsz"":0.51,""geometry.bonds_rmsz"":0.36,""geometry.clashscore"":0.9,""geometry.percent_ramachandran_outliers"":0.11,""geometry.percent_rotamer_outliers"":0.53,""summary.attempted_validation_steps"":""visualanalysis,molprobity,validation-pack,mogul,buster-report,percentiles,writexml,writecif,writepdf"",""summary.ligands_for_buster_report"":""Y"",""summary.report_creation_date"":""2024-03-02T14:11:00+0000""}",https://files.rcsb.org/download/5TJ6.cif,https://www.ebi.ac.uk/pdbe/entry-files/5tj6_validation.pdf,stress,length_outside_80_800,,,pending,pending,pending,pending
2026-04-02-pdb-neurips-v1,protein_domain_cath_rcsb_v1,5TJI,2016-12-28T00:00:00+0000,ELECTRON MICROSCOPY,cryoem,3.8,gt_3p5,1,1,A,A,1070,,,,1,,ligand_or_cofactor_bound,N,Aplysia californica,Y,0.263,0.65,Y,"{""em.atom_inclusion_all_atoms"":0.595,""em.atom_inclusion_backbone"":0.865,""em.qscore"":0.263,""geometry.angles_rmsz"":0.48,""geometry.bonds_rmsz"":0.34,""geometry.clashscore"":0.65,""geometry.percent_ramachandran_outliers"":0.23,""geometry.percent_rotamer_outliers"":0.68,""summary.attempted_validation_steps"":""visualanalysis,molprobity,validation-pack,mogul,percentiles,writexml,writecif,writepdf"",""summary.ligands_for_buster_report"":""N"",""summary.report_creation_date"":""2024-03-03T02:20:00+0000""}",https://files.rcsb.org/download/5TJI.cif,https://www.ebi.ac.uk/pdbe/entry-files/5tji_validation.pdf,stress,length_outside_80_800,,,pending,pending,pending,pending
2026-04-02-pdb-neurips-v1,protein_domain_cath_rcsb_v1,5U70,2017-02-08T00:00:00+0000,ELECTRON MICROSCOPY,cryoem,3.76,gt_3p5,1,1,A,A,1201,,,,0,,apo_like,N,Gallus gallus,N,0.367,1.58,Y,"{""em.atom_inclusion_all_atoms"":0.592,""em.atom_inclusion_backbone"":0.822,""em.qscore"":0.367,""geometry.angles_rmsz"":0.49,""geometry.bonds_rmsz"":0.35,""geometry.clashscore"":1.58,""geometry.percent_ramachandran_outliers"":0.0,""geometry.percent_rotamer_outliers"":0.25,""summary.attempted_validation_steps"":""visualanalysis,molprobity,validation-pack,percentiles,writexml,writecif,writepdf"",""summary.ligands_for_buster_report"":""N"",""summary.report_creation_date"":""2024-03-02T13:16:00+0000""}",https://files.rcsb.org/download/5U70.cif,https://www.ebi.ac.uk/pdbe/entry-files/5u70_validation.pdf,stress,length_outside_80_800,,,pending,pending,pending,pending
2026-04-02-pdb-neurips-v1,protein_domain_cath_rcsb_v1,5U76,2017-02-08T00:00:00+0000,ELECTRON MICROSCOPY,cryoem,3.76,gt_3p5,1,1,A,A,1201,,,,0,,apo_like,N,Gallus gallus,N,0.266,1.27,Y,"{""em.atom_inclusion_all_atoms"":0.52,""em.atom_inclusion_backbone"":0.806,""em.qscore"":0.266,""geometry.angles_rmsz"":0.5,""geometry.bonds_rmsz"":0.36,""geometry.clashscore"":1.27,""geometry.percent_ramachandran_outliers"":0.23,""geometry.percent_rotamer_outliers"":0.77,""summary.attempted_validation_steps"":""visualanalysis,molprobity,validation-pack,percentiles,writexml,writecif,writepdf"",""summary.ligands_for_buster_report"":""N"",""summary.report_creation_date"":""2024-03-03T00:51:00+0000""}",https://files.rcsb.org/download/5U76.cif,https://www.ebi.ac.uk/pdbe/entry-files/5u76_validation.pdf,stress,length_outside_80_800,,,pending,pending,pending,pending
2026-04-02-pdb-neurips-v1,protein_domain_cath_rcsb_v1,5UAR,2017-01-18T00:00:00+0000,ELECTRON MICROSCOPY,cryoem,3.73,gt_3p5,1,1,A,A,1494,,,,1,,ligand_or_cofactor_bound,N,Danio rerio,Y,0.352,0.26,Y,"{""em.atom_inclusion_all_atoms"":0.9106,""em.atom_inclusion_backbone"":0.9793,""em.qscore"":0.352,""geometry.angles_rmsz"":0.54,""geometry.bonds_rmsz"":0.39,""geometry.clashscore"":0.26,""geometry.percent_ramachandran_outliers"":0.09,""geometry.percent_rotamer_outliers"":0.87,""summary.attempted_validation_steps"":""visualanalysis,molprobity,validation-pack,mogul,percentiles,writexml,writecif,writepdf"",""summary.ligands_for_buster_report"":""N"",""summary.report_creation_date"":""2022-11-02T13:08:00+0000""}",https://files.rcsb.org/download/5UAR.cif,https://www.ebi.ac.uk/pdbe/entry-files/5uar_validation.pdf,stress,length_outside_80_800,,,pending,pending,pending,pending
2026-04-02-pdb-neurips-v1,protein_domain_cath_rcsb_v1,5UF6,2017-05-24T00:00:00+0000,ELECTRON MICROSCOPY,cryoem,2.8,2p5_to_3p5,1,1,A,A,517,,,,0,,apo_like,N,Adeno-associated virus,N,0.591,16.96,Y,"{""em.atom_inclusion_all_atoms"":0.848,""em.atom_inclusion_backbone"":0.886,""em.qscore"":0.591,""geometry.angles_rmsz"":0.69,""geometry.bonds_rmsz"":0.43,""geometry.clashscore"":16.96,""geometry.percent_ramachandran_outliers"":1.17,""geometry.percent_rotamer_outliers"":8.95,""summary.attempted_validation_steps"":""visualanalysis,molprobity,validation-pack,mogul,buster-report,percentiles,writexml,writecif,writepdf"",""summary.ligands_for_buster_report"":""N"",""summary.report_creation_date"":""2024-02-29T14:23:00+0000""}",https://files.rcsb.org/download/5UF6.cif,https://www.ebi.ac.uk/pdbe/entry-files/5uf6_validation.pdf,cryo_em_robustness,,,,pending,pending,pending,pending
