frozen_pdb_manifest_version,selection_spec_id,pdb_id,release_date,experimental_method,modality,resolution_combined,resolution_band,polymer_entity_count,deposited_protein_instance_count,chain_id,protein_chains_in_entity,chain_length_metadata,chain_length_parsed,num_ca_atoms,fraction_ca_present,num_nonpolymer_ligands,nonpolymer_bound_components,ligand_state,has_metal,organism,is_membrane_annotated,qscore,clashscore,validation_available,validation_quality_fields,mmcif_deposited_url,validation_url_primary,pdb_stratum,entry_exclusion_code,mmcif_sha256,validation_pdf_sha256,download_status,parse_status,graph_status,topology_status
2026-04-02-pdb-neurips-v1,protein_domain_cath_rcsb_v1,108L,1993-10-31T00:00:00+0000,X-RAY DIFFRACTION,xray,1.8,lt_2p5,1,1,A,A,164,,,,2,BME,ligand_or_cofactor_bound,N,Enterobacteria phage T4,N,,6.44,Y,"{""geometry.angles_rmsz"":1.29,""geometry.bonds_rmsz"":0.95,""geometry.clashscore"":6.44,""geometry.percent_ramachandran_outliers"":0.0,""geometry.percent_rotamer_outliers"":2.22,""summary.attempted_validation_steps"":""molprobity,validation-pack,xtriage,eds,mogul,percentiles,writexml,writecif,writepdf"",""summary.ligands_for_buster_report"":""N"",""summary.report_creation_date"":""2024-01-27T14:28:00+0000""}",https://files.rcsb.org/download/108L.cif,https://www.ebi.ac.uk/pdbe/entry-files/108l_validation.pdf,stress,,,,pending,pending,pending,pending
2026-04-02-pdb-neurips-v1,protein_domain_cath_rcsb_v1,108M,1998-05-20T00:00:00+0000,X-RAY DIFFRACTION,xray,2.67,2p5_to_3p5,1,1,A,A,154,,,,3,HEM,ligand_or_cofactor_bound,Y,Physeter catodon,N,,25.6,Y,"{""geometry.angles_rmsz"":0.66,""geometry.bonds_rmsz"":0.58,""geometry.clashscore"":25.6,""geometry.percent_ramachandran_outliers"":0.0,""geometry.percent_rotamer_outliers"":5.56,""summary.attempted_validation_steps"":""molprobity,validation-pack,xtriage,eds,mogul,buster-report,percentiles,writexml,writecif,writepdf"",""summary.ligands_for_buster_report"":""Y"",""summary.report_creation_date"":""2021-10-23T16:10:00+0000""}",https://files.rcsb.org/download/108M.cif,https://www.ebi.ac.uk/pdbe/entry-files/108m_validation.pdf,stress,,,,pending,pending,pending,pending
2026-04-02-pdb-neurips-v1,protein_domain_cath_rcsb_v1,109L,1993-10-31T00:00:00+0000,X-RAY DIFFRACTION,xray,1.85,lt_2p5,1,1,A,A,164,,,,2,BME,ligand_or_cofactor_bound,N,Enterobacteria phage T4,N,,7.57,Y,"{""geometry.angles_rmsz"":1.45,""geometry.bonds_rmsz"":1.08,""geometry.clashscore"":7.57,""geometry.percent_ramachandran_outliers"":0.0,""geometry.percent_rotamer_outliers"":0.74,""summary.attempted_validation_steps"":""molprobity,validation-pack,xtriage,eds,mogul,percentiles,writexml,writecif,writepdf"",""summary.ligands_for_buster_report"":""N"",""summary.report_creation_date"":""2024-01-27T13:31:00+0000""}",https://files.rcsb.org/download/109L.cif,https://www.ebi.ac.uk/pdbe/entry-files/109l_validation.pdf,stress,,,,pending,pending,pending,pending
2026-04-02-pdb-neurips-v1,protein_domain_cath_rcsb_v1,109M,1998-04-08T00:00:00+0000,X-RAY DIFFRACTION,xray,1.83,lt_2p5,1,1,A,A,154,,,,3,"ENC,HEM",ligand_or_cofactor_bound,Y,Physeter catodon,N,,10.91,Y,"{""geometry.angles_rmsz"":0.58,""geometry.bonds_rmsz"":0.51,""geometry.clashscore"":10.91,""geometry.percent_ramachandran_outliers"":0.66,""geometry.percent_rotamer_outliers"":3.17,""summary.attempted_validation_steps"":""molprobity,validation-pack,xtriage,eds,mogul,buster-report,percentiles,writexml,writecif,writepdf"",""summary.ligands_for_buster_report"":""Y"",""summary.report_creation_date"":""2021-10-23T15:09:00+0000""}",https://files.rcsb.org/download/109M.cif,https://www.ebi.ac.uk/pdbe/entry-files/109m_validation.pdf,stress,,,,pending,pending,pending,pending
2026-04-02-pdb-neurips-v1,protein_domain_cath_rcsb_v1,10AF,2026-01-21T00:00:00+0000,X-RAY DIFFRACTION,xray,1.25,lt_2p5,1,1,A,A,179,,,,2,,ligand_or_cofactor_bound,N,Brugia malayi,N,,0.75,Y,"{""geometry.angles_rmsz"":0.58,""geometry.bonds_rmsz"":0.32,""geometry.clashscore"":0.75,""geometry.percent_ramachandran_outliers"":0.0,""geometry.percent_rotamer_outliers"":0.0,""summary.attempted_validation_steps"":""molprobity,validation-pack,xtriage,eds,mogul,validation_schema,percentiles,writexml,writecif,writepdf"",""summary.ligands_for_buster_report"":""N"",""summary.report_creation_date"":""2026-01-14T19:07:00+0000""}",https://files.rcsb.org/download/10AF.cif,https://www.ebi.ac.uk/pdbe/entry-files/10af_validation.pdf,stress,,,,pending,pending,pending,pending
2026-04-02-pdb-neurips-v1,protein_domain_cath_rcsb_v1,10DC,2026-02-11T00:00:00+0000,X-RAY DIFFRACTION,xray,2.08,lt_2p5,1,1,A,A,166,,,,2,"GNP,MG",ligand_or_cofactor_bound,Y,Homo sapiens,N,,3.21,Y,"{""geometry.angles_rmsz"":0.31,""geometry.bonds_rmsz"":0.16,""geometry.clashscore"":3.21,""geometry.percent_ramachandran_outliers"":0.0,""geometry.percent_rotamer_outliers"":0.0,""summary.attempted_validation_steps"":""molprobity,validation-pack,xtriage,eds,mogul,buster-report,validation_schema,percentiles,writexml,writecif,writepdf"",""summary.ligands_for_buster_report"":""Y"",""summary.report_creation_date"":""2026-02-05T21:06:00+0000""}",https://files.rcsb.org/download/10DC.cif,https://www.ebi.ac.uk/pdbe/entry-files/10dc_validation.pdf,stress,,,,pending,pending,pending,pending
2026-04-02-pdb-neurips-v1,protein_domain_cath_rcsb_v1,10KZ,2026-03-11T00:00:00+0000,X-RAY DIFFRACTION,xray,1.78,lt_2p5,1,1,A,A,307,,,,1,,ligand_or_cofactor_bound,N,Homo sapiens,N,,0.53,Y,"{""geometry.angles_rmsz"":1.0,""geometry.bonds_rmsz"":0.8,""geometry.clashscore"":0.53,""geometry.percent_ramachandran_outliers"":0.0,""geometry.percent_rotamer_outliers"":0.49,""summary.attempted_validation_steps"":""molprobity,validation-pack,xtriage,eds,mogul,buster-report,validation_schema,percentiles,writexml,writecif,writepdf"",""summary.ligands_for_buster_report"":""Y"",""summary.report_creation_date"":""2026-03-02T15:21:00+0000""}",https://files.rcsb.org/download/10KZ.cif,https://www.ebi.ac.uk/pdbe/entry-files/10kz_validation.pdf,stress,,,,pending,pending,pending,pending
2026-04-02-pdb-neurips-v1,protein_domain_cath_rcsb_v1,10LI,2026-02-11T00:00:00+0000,X-RAY DIFFRACTION,xray,1.67,lt_2p5,1,1,A,A,478,,,,7,NA,ligand_or_cofactor_bound,Y,Salmonella enterica subsp. enterica serovar Typhimurium,N,,2.86,Y,"{""geometry.angles_rmsz"":0.47,""geometry.bonds_rmsz"":0.24,""geometry.clashscore"":2.86,""geometry.percent_ramachandran_outliers"":0.0,""geometry.percent_rotamer_outliers"":0.25,""summary.attempted_validation_steps"":""molprobity,validation-pack,xtriage,eds,mogul,buster-report,validation_schema,percentiles,writexml,writecif,writepdf"",""summary.ligands_for_buster_report"":""Y"",""summary.report_creation_date"":""2026-02-03T13:02:00+0000""}",https://files.rcsb.org/download/10LI.cif,https://www.ebi.ac.uk/pdbe/entry-files/10li_validation.pdf,stress,,,,pending,pending,pending,pending
2026-04-02-pdb-neurips-v1,protein_domain_cath_rcsb_v1,10LR,2026-03-11T00:00:00+0000,X-RAY DIFFRACTION,xray,1.583,lt_2p5,1,1,A,A,275,,,,3,NAG,ligand_or_cofactor_bound,N,Homo sapiens,N,,1.06,Y,"{""geometry.angles_rmsz"":1.03,""geometry.bonds_rmsz"":0.86,""geometry.clashscore"":1.06,""geometry.percent_ramachandran_outliers"":0.0,""geometry.percent_rotamer_outliers"":2.48,""summary.attempted_validation_steps"":""molprobity,validation-pack,xtriage,eds,mogul,buster-report,validation_schema,percentiles,writexml,writecif,writepdf"",""summary.ligands_for_buster_report"":""Y"",""summary.report_creation_date"":""2026-03-02T15:21:00+0000""}",https://files.rcsb.org/download/10LR.cif,https://www.ebi.ac.uk/pdbe/entry-files/10lr_validation.pdf,stress,,,,pending,pending,pending,pending
2026-04-02-pdb-neurips-v1,protein_domain_cath_rcsb_v1,10MV,2026-04-01T00:00:00+0000,X-RAY DIFFRACTION,xray,1.66,lt_2p5,1,1,A,A,275,,,,3,NAG,ligand_or_cofactor_bound,N,Homo sapiens,N,,0.53,Y,"{""geometry.angles_rmsz"":1.0,""geometry.bonds_rmsz"":0.85,""geometry.clashscore"":0.53,""geometry.percent_ramachandran_outliers"":0.0,""geometry.percent_rotamer_outliers"":0.0,""summary.attempted_validation_steps"":""molprobity,validation-pack,xtriage,eds,mogul,buster-report,validation_schema,percentiles,writexml,writecif,writepdf"",""summary.ligands_for_buster_report"":""Y"",""summary.report_creation_date"":""2026-03-21T16:55:00+0000""}",https://files.rcsb.org/download/10MV.cif,https://www.ebi.ac.uk/pdbe/entry-files/10mv_validation.pdf,stress,,,,pending,pending,pending,pending
2026-04-02-pdb-neurips-v1,protein_domain_cath_rcsb_v1,10MW,2026-03-11T00:00:00+0000,X-RAY DIFFRACTION,xray,1.62,lt_2p5,1,1,A,A,275,,,,3,NAG,ligand_or_cofactor_bound,N,Homo sapiens,N,,1.07,Y,"{""geometry.angles_rmsz"":1.01,""geometry.bonds_rmsz"":0.85,""geometry.clashscore"":1.07,""geometry.percent_ramachandran_outliers"":0.0,""geometry.percent_rotamer_outliers"":1.0,""summary.attempted_validation_steps"":""molprobity,validation-pack,xtriage,eds,mogul,buster-report,validation_schema,percentiles,writexml,writecif,writepdf"",""summary.ligands_for_buster_report"":""Y"",""summary.report_creation_date"":""2026-03-02T15:25:00+0000""}",https://files.rcsb.org/download/10MW.cif,https://www.ebi.ac.uk/pdbe/entry-files/10mw_validation.pdf,stress,,,,pending,pending,pending,pending
2026-04-02-pdb-neurips-v1,protein_domain_cath_rcsb_v1,10PA,2026-02-11T00:00:00+0000,X-RAY DIFFRACTION,xray,1.92,lt_2p5,1,1,A,A,321,,,,3,CA,ligand_or_cofactor_bound,Y,Staphylococcus aureus subsp. aureus JH1,N,,3.49,Y,"{""geometry.angles_rmsz"":0.5,""geometry.bonds_rmsz"":0.31,""geometry.clashscore"":3.49,""geometry.percent_ramachandran_outliers"":0.0,""geometry.percent_rotamer_outliers"":0.35,""summary.attempted_validation_steps"":""molprobity,validation-pack,xtriage,eds,mogul,validation_schema,percentiles,writexml,writecif,writepdf"",""summary.ligands_for_buster_report"":""N"",""summary.report_creation_date"":""2026-02-04T21:02:00+0000""}",https://files.rcsb.org/download/10PA.cif,https://www.ebi.ac.uk/pdbe/entry-files/10pa_validation.pdf,stress,,,,pending,pending,pending,pending
2026-04-02-pdb-neurips-v1,protein_domain_cath_rcsb_v1,10PS,2026-02-11T00:00:00+0000,X-RAY DIFFRACTION,xray,2.0,lt_2p5,1,1,A,A,558,,,,5,CA,ligand_or_cofactor_bound,Y,Staphylococcus aureus subsp. aureus JH1,N,,2.11,Y,"{""geometry.angles_rmsz"":0.26,""geometry.bonds_rmsz"":0.08,""geometry.clashscore"":2.11,""geometry.percent_ramachandran_outliers"":0.0,""geometry.percent_rotamer_outliers"":0.41,""summary.attempted_validation_steps"":""molprobity,validation-pack,xtriage,eds,mogul,validation_schema,percentiles,writexml,writecif,writepdf"",""summary.ligands_for_buster_report"":""N"",""summary.report_creation_date"":""2026-02-04T21:02:00+0000""}",https://files.rcsb.org/download/10PS.cif,https://www.ebi.ac.uk/pdbe/entry-files/10ps_validation.pdf,stress,,,,pending,pending,pending,pending
2026-04-02-pdb-neurips-v1,protein_domain_cath_rcsb_v1,10QF,2026-02-25T00:00:00+0000,X-RAY DIFFRACTION,xray,1.627,lt_2p5,1,1,A,A,531,,,,6,"CD,CIT,EDO,NA",ligand_or_cofactor_bound,Y,Treponema denticola,N,,1.92,Y,"{""geometry.angles_rmsz"":1.0,""geometry.bonds_rmsz"":0.66,""geometry.clashscore"":1.92,""geometry.percent_ramachandran_outliers"":0.2,""geometry.percent_rotamer_outliers"":0.96,""summary.attempted_validation_steps"":""molprobity,validation-pack,xtriage,eds,mogul,buster-report,validation_schema,percentiles,writexml,writecif,writepdf"",""summary.ligands_for_buster_report"":""Y"",""summary.report_creation_date"":""2026-02-16T21:13:00+0000""}",https://files.rcsb.org/download/10QF.cif,https://www.ebi.ac.uk/pdbe/entry-files/10qf_validation.pdf,stress,,,,pending,pending,pending,pending
2026-04-02-pdb-neurips-v1,protein_domain_cath_rcsb_v1,10QG,2026-02-25T00:00:00+0000,X-RAY DIFFRACTION,xray,1.549,lt_2p5,1,1,A,A,531,,,,4,"CD,DAN,EDO",ligand_or_cofactor_bound,Y,Treponema denticola,N,,1.41,Y,"{""geometry.angles_rmsz"":0.96,""geometry.bonds_rmsz"":0.67,""geometry.clashscore"":1.41,""geometry.percent_ramachandran_outliers"":0.0,""geometry.percent_rotamer_outliers"":0.72,""summary.attempted_validation_steps"":""molprobity,validation-pack,xtriage,eds,mogul,buster-report,validation_schema,percentiles,writexml,writecif,writepdf"",""summary.ligands_for_buster_report"":""Y"",""summary.report_creation_date"":""2026-02-16T21:08:00+0000""}",https://files.rcsb.org/download/10QG.cif,https://www.ebi.ac.uk/pdbe/entry-files/10qg_validation.pdf,stress,,,,pending,pending,pending,pending
2026-04-02-pdb-neurips-v1,protein_domain_cath_rcsb_v1,10QH,2026-02-25T00:00:00+0000,X-RAY DIFFRACTION,xray,1.56,lt_2p5,1,1,A,A,531,,,,5,"CD,EDO,SLB",ligand_or_cofactor_bound,Y,Treponema denticola,N,,2.03,Y,"{""geometry.angles_rmsz"":1.01,""geometry.bonds_rmsz"":0.69,""geometry.clashscore"":2.03,""geometry.percent_ramachandran_outliers"":0.0,""geometry.percent_rotamer_outliers"":0.72,""summary.attempted_validation_steps"":""molprobity,validation-pack,xtriage,eds,mogul,buster-report,validation_schema,percentiles,writexml,writecif,writepdf"",""summary.ligands_for_buster_report"":""Y"",""summary.report_creation_date"":""2026-02-16T21:08:00+0000""}",https://files.rcsb.org/download/10QH.cif,https://www.ebi.ac.uk/pdbe/entry-files/10qh_validation.pdf,stress,,,,pending,pending,pending,pending
2026-04-02-pdb-neurips-v1,protein_domain_cath_rcsb_v1,10QI,2026-02-25T00:00:00+0000,X-RAY DIFFRACTION,xray,1.81,lt_2p5,1,1,A,A,531,,,,5,"CD,NA",ligand_or_cofactor_bound,Y,Treponema denticola,N,,1.61,Y,"{""geometry.angles_rmsz"":1.14,""geometry.bonds_rmsz"":0.85,""geometry.clashscore"":1.61,""geometry.percent_ramachandran_outliers"":0.2,""geometry.percent_rotamer_outliers"":0.97,""summary.attempted_validation_steps"":""molprobity,validation-pack,xtriage,eds,mogul,buster-report,validation_schema,percentiles,writexml,writecif,writepdf"",""summary.ligands_for_buster_report"":""Y"",""summary.report_creation_date"":""2026-02-16T21:07:00+0000""}",https://files.rcsb.org/download/10QI.cif,https://www.ebi.ac.uk/pdbe/entry-files/10qi_validation.pdf,stress,,,,pending,pending,pending,pending
2026-04-02-pdb-neurips-v1,protein_domain_cath_rcsb_v1,10QS,2026-03-11T00:00:00+0000,X-RAY DIFFRACTION,xray,1.733,lt_2p5,1,1,A,A,275,,,,2,,ligand_or_cofactor_bound,N,Homo sapiens,N,,1.57,Y,"{""geometry.angles_rmsz"":0.96,""geometry.bonds_rmsz"":0.76,""geometry.clashscore"":1.57,""geometry.percent_ramachandran_outliers"":0.0,""geometry.percent_rotamer_outliers"":0.97,""summary.attempted_validation_steps"":""molprobity,validation-pack,xtriage,eds,mogul,buster-report,validation_schema,percentiles,writexml,writecif,writepdf"",""summary.ligands_for_buster_report"":""Y"",""summary.report_creation_date"":""2026-03-02T15:24:00+0000""}",https://files.rcsb.org/download/10QS.cif,https://www.ebi.ac.uk/pdbe/entry-files/10qs_validation.pdf,stress,,,,pending,pending,pending,pending
2026-04-02-pdb-neurips-v1,protein_domain_cath_rcsb_v1,10YY,2026-02-25T00:00:00+0000,X-RAY DIFFRACTION,xray,2.95,2p5_to_3p5,1,1,A,A,191,,,,1,,ligand_or_cofactor_bound,N,Bordetella pertussis Tohama I,N,,14.1,Y,"{""geometry.angles_rmsz"":0.44,""geometry.bonds_rmsz"":0.28,""geometry.clashscore"":14.1,""geometry.percent_ramachandran_outliers"":0.0,""geometry.percent_rotamer_outliers"":1.41,""summary.attempted_validation_steps"":""molprobity,validation-pack,xtriage,eds,mogul,validation_schema,percentiles,writexml,writecif,writepdf"",""summary.ligands_for_buster_report"":""N"",""summary.report_creation_date"":""2026-02-16T17:05:00+0000""}",https://files.rcsb.org/download/10YY.cif,https://www.ebi.ac.uk/pdbe/entry-files/10yy_validation.pdf,stress,,,,pending,pending,pending,pending
2026-04-02-pdb-neurips-v1,protein_domain_cath_rcsb_v1,110D,1993-04-15T00:00:00+0000,X-RAY DIFFRACTION,xray,1.9,lt_2p5,0,1,A,A,6,,,,1,,ligand_or_cofactor_bound,N,,N,,3.94,Y,"{""geometry.angles_rmsz"":4.82,""geometry.bonds_rmsz"":2.83,""geometry.clashscore"":3.94,""summary.attempted_validation_steps"":""molprobity,validation-pack,xtriage,eds,mogul,buster-report,percentiles,writexml,writecif,writepdf"",""summary.ligands_for_buster_report"":""Y"",""summary.report_creation_date"":""2024-06-11T21:26:00+0000""}",https://files.rcsb.org/download/110D.cif,https://www.ebi.ac.uk/pdbe/entry-files/110d_validation.pdf,stress,length_outside_80_800;no_protein_polymer,,,pending,pending,pending,pending
2026-04-02-pdb-neurips-v1,protein_domain_cath_rcsb_v1,110L,1993-10-31T00:00:00+0000,X-RAY DIFFRACTION,xray,1.7,lt_2p5,1,1,A,A,164,,,,2,BME,ligand_or_cofactor_bound,N,Enterobacteria phage T4,N,,5.68,Y,"{""geometry.angles_rmsz"":1.29,""geometry.bonds_rmsz"":1.01,""geometry.clashscore"":5.68,""geometry.percent_ramachandran_outliers"":0.0,""geometry.percent_rotamer_outliers"":2.22,""summary.attempted_validation_steps"":""molprobity,validation-pack,xtriage,eds,mogul,percentiles,writexml,writecif,writepdf"",""summary.ligands_for_buster_report"":""N"",""summary.report_creation_date"":""2024-01-27T15:36:00+0000""}",https://files.rcsb.org/download/110L.cif,https://www.ebi.ac.uk/pdbe/entry-files/110l_validation.pdf,stress,,,,pending,pending,pending,pending
