t,window_start,window_end,day_index,context_label,y_large_outbreak_prob,y_next_large_outbreak_prob,delta_y_large_outbreak_prob,mean_attack_rate,mean_peak_prevalence,d_l2_norm,g_l2_norm,nodes,edges,total_duration_seconds,mean_edge_duration_seconds
36,288040.0,291620.0,3,morning_class,0.0583333333333333,0.05,-0.008333333333333297,0.0748263888888889,0.0642361111111111,36.345563690772494,59.75784467331465,48,55,22980.0,417.8181818181818
37,291640.0,295220.0,3,morning_class,0.05,0.4166666666666667,0.3666666666666667,0.0708005249343832,0.0463910761154855,95.38343671728336,20.29778313018444,127,179,23040.0,128.7150837988827
38,295240.0,298820.0,3,morning_class,0.4166666666666667,0.0,-0.4166666666666667,0.2179365079365079,0.1158730158730158,77.83315488916018,16.522711641858304,105,166,21320.0,128.43373493975903
39,298840.0,302420.0,3,lunch_or_transition,0.0,0.2833333333333333,0.2833333333333333,0.0473639455782313,0.0385204081632653,68.86944169949398,15.198684153570664,98,92,11620.0,126.30434782608695
40,302440.0,306020.0,3,lunch_or_transition,0.2833333333333333,0.5916666666666667,0.30833333333333335,0.116,0.0666666666666666,77.07139547199077,23.706539182259394,100,106,11580.0,109.24528301886792
41,306040.0,309620.0,3,afternoon_class,0.5916666666666667,0.2083333333333333,-0.3833333333333334,0.3946236559139785,0.1870967741935484,85.91856609604235,22.891046284519195,124,218,23680.0,108.62385321100918
42,309640.0,313220.0,3,afternoon_class,0.2083333333333333,0.0083333333333333,-0.19999999999999998,0.1052845528455284,0.0575880758807588,85.59205570612264,13.152946437965905,123,148,18600.0,125.67567567567568
43,313240.0,316820.0,3,afternoon_class,0.0083333333333333,0.15,0.1416666666666667,0.0424092409240924,0.0326732673267326,83.51646544245033,9.433981132056603,101,94,13420.0,142.7659574468085
44,316840.0,320420.0,3,afternoon_class,0.15,0.0,-0.15,0.0678134556574923,0.0425840978593272,87.42997197757758,33.926390907374746,109,112,13640.0,121.78571428571428
45,320440.0,324000.0,3,off_schedule,0.0,0.2,0.2,0.0305555555555555,0.0264336917562724,56.64803615307419,29.206163733020468,93,75,6740.0,89.86666666666666
46,324040.0,327500.0,3,off_schedule,0.2,0.3333333333333333,0.1333333333333333,0.1032520325203252,0.0764227642276422,27.964262908219126,34.97141690009142,41,36,2280.0,63.333333333333336
47,378040.0,381620.0,4,morning_class,0.3333333333333333,0.0,-0.3333333333333333,0.1325471698113207,0.082940251572327,61.603571325045756,13.856406460551018,106,148,14280.0,96.48648648648648
48,381640.0,385220.0,4,morning_class,0.0,0.0583333333333333,0.0583333333333333,0.0481182795698924,0.0370071684587813,55.812185049503306,25.238858928247925,93,92,12960.0,140.8695652173913
49,385240.0,388820.0,4,lunch_or_transition,0.0583333333333333,0.2583333333333333,0.2,0.0545045045045045,0.0372372372372372,79.37253933193772,22.737634001804146,111,117,18860.0,161.1965811965812
50,388840.0,392420.0,4,lunch_or_transition,0.2583333333333333,0.5083333333333333,0.25,0.1194711538461538,0.0749198717948717,60.27437266367855,17.26267650163207,104,145,21900.0,151.0344827586207
51,392440.0,396020.0,4,afternoon_class,0.5083333333333333,0.125,-0.3833333333333333,0.2980392156862745,0.1862745098039215,48.95916665957459,16.55294535724685,102,174,39000.0,224.1379310344828
52,396040.0,399620.0,4,afternoon_class,0.125,0.075,-0.05,0.0737037037037037,0.0475925925925925,56.66568626602876,13.341664064126334,90,91,13620.0,149.67032967032966
53,399640.0,403220.0,4,afternoon_class,0.075,0.1166666666666666,0.0416666666666666,0.0654882154882155,0.0457912457912457,64.5832795698701,8.888194417315589,99,103,17340.0,168.3495145631068
54,403240.0,406820.0,4,afternoon_class,0.1166666666666666,0.025,-0.09166666666666659,0.0789007092198581,0.0539007092198581,63.166446789415026,38.8329756778952,94,102,11700.0,114.70588235294116
55,406840.0,409740.0,4,off_schedule,0.025,0.0,-0.025,0.0739837398373983,0.0674796747967479,24.979991993593593,7.211102550927978,41,33,3360.0,101.8181818181818
56,633640.0,637200.0,7,morning_class,0.0,0.0333333333333333,0.0333333333333333,0.0626262626262626,0.059090909090909,29.086079144497972,40.76763422127902,33,21,2720.0,129.52380952380952
57,637300.0,640820.0,7,morning_class,0.0333333333333333,0.0,-0.0333333333333333,0.0591743119266055,0.0444189602446483,67.49814812274482,27.83882181415011,109,129,11980.0,92.86821705426355
58,640840.0,644420.0,7,morning_class,0.0,0.0083333333333333,0.0083333333333333,0.0402905198776758,0.0318807339449541,85.60957890329796,13.0,109,112,13240.0,118.21428571428572
59,644440.0,648020.0,7,lunch_or_transition,0.0083333333333333,0.35,0.3416666666666667,0.0385313531353135,0.029042904290429,78.44743462982075,12.24744871391589,101,92,11600.0,126.08695652173913
60,648040.0,651620.0,7,lunch_or_transition,0.35,0.4833333333333333,0.1333333333333333,0.1844173441734417,0.0922764227642276,76.75936424958195,8.426149773176359,123,180,23320.0,129.55555555555554
61,651640.0,655220.0,7,afternoon_class,0.4833333333333333,0.275,-0.20833333333333326,0.2331333333333333,0.1236666666666666,77.14272486761146,14.730919862656235,125,184,28940.0,157.2826086956522
62,655240.0,658820.0,7,afternoon_class,0.275,0.0,-0.275,0.1396017699115044,0.0794985250737463,65.19202405202648,15.905973720586866,113,152,15420.0,101.44736842105264
63,658840.0,662420.0,7,afternoon_class,0.0,0.3083333333333333,0.3083333333333333,0.0374561403508771,0.0305263157894736,68.46166810705097,12.409673645990857,95,82,11300.0,137.8048780487805
64,662440.0,666020.0,7,afternoon_class,0.3083333333333333,0.2166666666666666,-0.0916666666666667,0.1483796296296296,0.0932098765432098,70.50531894828929,15.905973720586866,108,183,16080.0,87.8688524590164
65,666040.0,669620.0,7,off_schedule,0.2166666666666666,0.2666666666666666,0.05000000000000002,0.0886075949367088,0.0608649789029535,63.89053137985315,48.78524367060187,79,77,8060.0,104.67532467532467
66,669640.0,672560.0,7,off_schedule,0.2666666666666666,0.05,-0.21666666666666662,0.1216666666666666,0.1076666666666666,15.620499351813308,8.426149773176359,25,18,2080.0,115.55555555555556
67,720640.0,723620.0,8,morning_class,0.05,0.075,0.024999999999999994,0.0950520833333333,0.08203125,22.693611435820433,41.1703777004778,32,29,2900.0,100.0
68,723640.0,727220.0,8,morning_class,0.075,0.2583333333333333,0.1833333333333333,0.0682575757575757,0.0514393939393939,62.81719509815764,18.547236990991408,110,148,15640.0,105.67567567567568
69,727240.0,730820.0,8,morning_class,0.2583333333333333,0.7333333333333333,0.475,0.1061881188118811,0.0635313531353135,75.57777451076474,72.56031973468694,101,120,13500.0,112.5
70,730840.0,734420.0,8,lunch_or_transition,0.7333333333333333,0.75,0.01666666666666672,0.6294117647058823,0.3859681372549019,101.17806086301516,22.181073012818835,136,368,38900.0,105.70652173913044
71,734440.0,738020.0,8,lunch_or_transition,0.75,0.5666666666666667,-0.18333333333333335,0.6235224586288415,0.4011229314420804,112.7253298952813,65.20736154760442,141,385,40520.0,105.24675324675324
72,738040.0,741620.0,8,afternoon_class,0.5666666666666667,0.0583333333333333,-0.5083333333333333,0.3432795698924731,0.1633064516129032,79.85612061701971,33.015148038438355,124,204,25040.0,122.74509803921568
73,741640.0,745220.0,8,afternoon_class,0.0583333333333333,0.1333333333333333,0.07500000000000001,0.0621598639455782,0.0444727891156462,78.835271294009,11.704699910719626,98,93,9960.0,107.09677419354838
74,745240.0,748820.0,8,afternoon_class,0.1333333333333333,0.2166666666666666,0.08333333333333329,0.074757281553398,0.0495145631067961,72.27724399837061,9.797958971132712,103,105,10500.0,100.0
75,748840.0,752420.0,8,afternoon_class,0.2166666666666666,0.225,0.008333333333333415,0.1017156862745098,0.0631535947712418,69.25315877272314,7.14142842854285,102,121,11980.0,99.00826446280992
76,752440.0,756020.0,8,off_schedule,0.225,0.1,-0.125,0.093013468013468,0.059006734006734,67.28298447601742,44.35087372307337,99,109,9000.0,82.56880733944953
77,756040.0,759620.0,8,off_schedule,0.1,0.2166666666666666,0.11666666666666659,0.0846153846153846,0.0741452991452991,23.49468024894146,16.911534525287763,39,30,4160.0,138.66666666666666
78,807300.0,810020.0,9,morning_class,0.2166666666666666,0.0916666666666666,-0.12499999999999999,0.124074074074074,0.1055555555555555,13.038404810405298,39.96248240537617,27,23,1320.0,57.391304347826086
79,810040.0,813620.0,9,morning_class,0.0916666666666666,0.125,0.033333333333333395,0.0704629629629629,0.0477777777777777,50.18964036531842,27.386127875258307,90,96,8080.0,84.16666666666667
80,813640.0,817220.0,9,morning_class,0.125,0.075,-0.05,0.0734496124031007,0.0506782945736434,63.06346010171025,6.0,86,93,11140.0,119.78494623655914
81,817240.0,820820.0,9,lunch_or_transition,0.075,0.25,0.175,0.0670045045045045,0.0502252252252252,59.48949487094339,7.0710678118654755,74,78,9140.0,117.17948717948718
82,820840.0,824420.0,9,lunch_or_transition,0.25,0.4583333333333333,0.20833333333333331,0.1127906976744186,0.0697674418604651,58.35237784358063,17.320508075688775,86,106,11420.0,107.73584905660375
83,824440.0,828020.0,9,afternoon_class,0.4583333333333333,0.0833333333333333,-0.375,0.2326923076923077,0.1153044871794871,69.6491205974634,26.210684844162312,104,143,17560.0,122.7972027972028
84,828040.0,831620.0,9,afternoon_class,0.0833333333333333,0.0916666666666666,0.008333333333333304,0.0662499999999999,0.0504166666666666,47.20169488482379,8.306623862918075,80,75,10260.0,136.8
85,831640.0,835220.0,9,afternoon_class,0.0916666666666666,0.0,-0.0916666666666666,0.073046875,0.0549479166666666,43.30127018922193,22.40535650240808,64,61,5620.0,92.1311475409836
86,835240.0,838820.0,9,afternoon_class,0.0,0.0,0.0,0.0513157894736842,0.0418859649122806,63.39558344238185,22.181073012818835,76,67,12000.0,179.1044776119403
87,838840.0,842420.0,9,off_schedule,0.0,0.075,0.075,0.0453525641025641,0.0429487179487179,41.38840417314975,23.345235059857504,52,37,6160.0,166.48648648648648
88,892840.0,896420.0,10,morning_class,0.075,0.15,0.075,0.0862068965517241,0.0781609195402298,18.547236990991408,46.87216658103186,29,22,1940.0,88.18181818181819
89,896440.0,900020.0,10,morning_class,0.15,0.0,-0.15,0.0946491228070175,0.0616666666666666,64.95382975621992,7.937253933193772,95,115,10600.0,92.17391304347828
90,900040.0,903620.0,10,morning_class,0.0,0.125,0.125,0.0421348314606741,0.0363295880149812,60.94259594077036,21.095023109728988,89,81,24880.0,307.1604938271605
91,903640.0,907220.0,10,lunch_or_transition,0.125,0.2,0.07500000000000001,0.0753300330033003,0.0481848184818481,78.21125238736431,24.515301344262525,101,117,18280.0,156.23931623931625
92,907240.0,910820.0,10,lunch_or_transition,0.2,0.275,0.07500000000000001,0.0950181159420289,0.0663949275362319,56.55086206239477,12.884098726725126,92,122,19440.0,159.34426229508196
93,910840.0,914420.0,10,afternoon_class,0.275,0.1583333333333333,-0.11666666666666672,0.1304078014184397,0.0731382978723404,65.5286197016235,13.674794331177344,94,125,18600.0,148.8
94,914440.0,918020.0,10,afternoon_class,0.1583333333333333,0.0,-0.1583333333333333,0.0855113636363636,0.05625,75.43871685016919,9.9498743710662,88,86,11760.0,136.74418604651163
95,918040.0,921620.0,10,afternoon_class,0.0,0.0,0.0,0.0566308243727598,0.0448028673835125,67.94115100585212,10.583005244258363,93,94,15120.0,160.85106382978722
96,921640.0,925220.0,10,afternoon_class,0.0,0.0,0.0,0.0442234848484848,0.0383522727272727,60.481402100149765,10.954451150103322,88,87,15860.0,182.29885057471265
97,925240.0,928600.0,10,off_schedule,0.0,0.0,0.0,0.0557077625570776,0.0480593607305936,53.96295025292817,35.32704346531139,73,76,17900.0,235.52631578947367
98,929080.0,932280.0,10,off_schedule,0.0,0.6416666666666667,0.6416666666666667,0.0796666666666666,0.0773333333333333,19.183326093250876,13.341664064126334,25,15,2500.0,166.66666666666666
99,932440.0,935860.0,10,off_schedule,0.6416666666666667,0.0,-0.6416666666666667,0.2006410256410256,0.1903846153846154,6.6332495807108,42.731721238442994,13,9,1920.0,213.33333333333331
100,982840.0,986420.0,11,morning_class,0.0,0.125,0.125,0.060759493670886,0.0482067510548523,48.948953002081666,11.916375287812984,79,103,9360.0,90.873786407767
101,986440.0,990020.0,11,morning_class,0.125,0.0,-0.125,0.0669871794871794,0.0481837606837606,54.3323108288245,7.416198487095663,78,82,14180.0,172.9268292682927
102,990040.0,993620.0,11,lunch_or_transition,0.0,0.225,0.225,0.04375,0.0390931372549019,54.45181356024793,10.0,68,67,12460.0,185.9701492537313
103,993640.0,997220.0,11,lunch_or_transition,0.225,0.35,0.12499999999999997,0.0963991769547325,0.067798353909465,62.69768735766894,20.0,81,96,16480.0,171.66666666666666
104,997240.0,1000820.0,11,afternoon_class,0.35,0.0083333333333333,-0.3416666666666667,0.1454656862745098,0.1026960784313725,44.77722635447622,7.54983443527075,68,104,13680.0,131.53846153846155
105,1000840.0,1004420.0,11,afternoon_class,0.0083333333333333,0.0,-0.0083333333333333,0.0584795321637426,0.0501461988304093,40.66939881532551,11.74734012447073,57,45,5840.0,129.77777777777777
106,1004600.0,1007980.0,11,afternoon_class,0.0,0.1083333333333333,0.1083333333333333,0.0523809523809523,0.0450680272108843,30.463092423455635,7.211102550927978,49,36,3720.0,103.33333333333331
107,1008060.0,1011620.0,11,afternoon_class,0.1083333333333333,0.0,-0.1083333333333333,0.0903846153846153,0.0762820512820512,30.23243291566195,16.34013463836819,39,35,9720.0,277.7142857142857
108,1011640.0,1015220.0,11,off_schedule,0.0,0.9333333333333332,0.9333333333333332,0.1088235294117647,0.1078431372549019,14.035668847618199,10.04987562112089,17,9,8180.0,908.8888888888888
