t,window_start,window_end,day_index,context_label,y_large_outbreak_prob,y_next_large_outbreak_prob,delta_y_large_outbreak_prob,mean_attack_rate,mean_peak_prevalence,d_l2_norm,g_l2_norm,nodes,edges,total_duration_seconds,mean_edge_duration_seconds
13,1386068420.0,1386071100.0,1,lunch_or_transition,0.8583333333333333,0.7916666666666666,-0.06666666666666665,0.7411825726141081,0.4375864453665283,167.57983172207807,20.493901531919196,241,530,69960.0,132.0
14,1386071120.0,1386073800.0,1,lunch_or_transition,0.7916666666666666,0.6333333333333333,-0.15833333333333333,0.6563318777292576,0.4018558951965065,162.71754668750387,25.357444666211933,229,542,73340.0,135.31365313653137
15,1386073820.0,1386076500.0,1,lunch_or_transition,0.6333333333333333,0.0,-0.6333333333333333,0.4968975468975469,0.3226911976911977,143.95832730342485,47.86439177509728,231,596,81860.0,137.3489932885906
16,1386076520.0,1386079200.0,1,afternoon_class,0.0,0.0,0.0,0.0603462157809983,0.0471014492753623,125.57467897629681,20.273134932713294,207,234,65620.0,280.4273504273504
17,1386079220.0,1386081900.0,1,afternoon_class,0.0,0.8,0.8,0.0502831715210355,0.0368122977346278,133.00375934536586,84.5931439302264,206,246,59400.0,241.46341463414635
18,1386081920.0,1386084600.0,1,afternoon_class,0.8,0.1833333333333333,-0.6166666666666667,0.6707386363636364,0.4271464646464647,166.15053415502462,96.75226095549395,264,734,80960.0,110.29972752043597
19,1386084620.0,1386086380.0,1,afternoon_class,0.1833333333333333,0.0,-0.1833333333333333,0.0720555555555555,0.0529444444444444,97.07213812418061,20.273134932713294,150,131,27740.0,211.75572519083968
20,1386140420.0,1386141300.0,1,off_schedule,0.0,0.0,0.0,0.0345238095238095,0.0302721088435374,111.59749101122301,13.19090595827292,196,188,28400.0,151.06382978723406
21,1386141320.0,1386144000.0,1,off_schedule,0.0,0.0,0.0,0.034536541889483,0.0292335115864527,106.5269918846862,20.688160865577203,187,183,74640.0,407.8688524590164
22,1386144020.0,1386146700.0,1,morning_class,0.0,0.8166666666666667,0.8166666666666667,0.0506746031746031,0.0431349206349206,117.13240371477058,81.17265549432271,210,324,92460.0,285.3703703703704
23,1386146720.0,1386149400.0,1,morning_class,0.8166666666666667,0.0,-0.8166666666666667,0.6946428571428572,0.5101190476190477,152.10851389715174,87.92041856133307,280,1037,135320.0,130.49180327868854
24,1386149420.0,1386152100.0,1,morning_class,0.0,0.0,0.0,0.0428810720268006,0.0366834170854271,124.03628501370073,19.672315572906,199,287,69200.0,241.1149825783972
25,1386152120.0,1386154800.0,1,morning_class,0.0,0.4416666666666666,0.4416666666666666,0.0290229885057471,0.0238095238095238,134.69224179588073,77.06490770772389,203,193,64120.0,332.2279792746114
26,1386154820.0,1386157500.0,2,lunch_or_transition,0.4416666666666666,0.7916666666666666,0.35000000000000003,0.2458969465648855,0.1313931297709923,204.2865634347986,65.81793068761733,262,469,59400.0,126.65245202558636
27,1386157520.0,1386160200.0,2,lunch_or_transition,0.7916666666666666,0.7083333333333334,-0.08333333333333326,0.6805555555555556,0.4551051051051052,156.82793118574256,45.05552130427524,222,565,75600.0,133.8053097345133
28,1386160220.0,1386162900.0,2,lunch_or_transition,0.7083333333333334,0.1916666666666666,-0.5166666666666668,0.4711503623188405,0.2947463768115941,121.0826164236634,29.171904291629644,184,363,67380.0,185.6198347107438
29,1386162920.0,1386165600.0,2,afternoon_class,0.1916666666666666,0.15,-0.0416666666666666,0.075,0.0548275862068965,98.93432164825309,13.379088160259652,145,171,39080.0,228.5380116959064
30,1386165620.0,1386168300.0,2,afternoon_class,0.15,0.6666666666666666,0.5166666666666666,0.0834415584415584,0.0574675324675324,101.16817681464859,45.31004303683677,154,173,41780.0,241.5028901734104
31,1386168320.0,1386171000.0,2,afternoon_class,0.6666666666666666,0.0,-0.6666666666666666,0.5114232209737827,0.3049157303370786,119.2560271013587,77.47257579298626,178,356,47160.0,132.47191011235955
32,1386171020.0,1386172780.0,2,afternoon_class,0.0,0.1833333333333333,0.1833333333333333,0.0617647058823529,0.0541666666666666,50.67543783727971,45.37620521815371,68,58,8940.0,154.13793103448276
33,1386226820.0,1386227700.0,2,off_schedule,0.1833333333333333,0.0166666666666666,-0.16666666666666669,0.0849999999999999,0.0691145833333333,94.58858282054976,8.602325267042627,160,177,23480.0,132.65536723163842
34,1386227720.0,1386230400.0,2,off_schedule,0.0166666666666666,0.0,-0.0166666666666666,0.0641260162601626,0.0495426829268292,92.10320298447823,15.231546211727817,164,189,73080.0,386.6666666666667
35,1386230420.0,1386233100.0,2,morning_class,0.0,0.925,0.925,0.039924670433145,0.0331920903954802,104.1585330157832,152.31546211727817,177,173,71480.0,413.1791907514451
36,1386233120.0,1386235800.0,2,morning_class,0.925,0.0,-0.925,0.8943904020752271,0.677431906614786,190.35493164086924,147.66177569025777,257,968,118320.0,122.23140495867769
37,1386235820.0,1386238500.0,2,morning_class,0.0,0.0,0.0,0.0456989247311827,0.0377240143369175,122.06965224821442,19.183326093250876,186,222,63120.0,284.3243243243243
38,1386238520.0,1386241200.0,2,morning_class,0.0,0.7833333333333333,0.7833333333333333,0.0382635253054101,0.0321553228621291,116.17658972443631,93.2148056909416,191,203,68220.0,336.0591133004926
39,1386241220.0,1386243900.0,3,lunch_or_transition,0.7833333333333333,0.7666666666666667,-0.016666666666666607,0.6700207468879669,0.4119294605809128,170.3114793547399,54.378304497290095,241,526,52500.0,99.80988593155894
40,1386243920.0,1386246600.0,3,lunch_or_transition,0.7666666666666667,0.4416666666666666,-0.3250000000000001,0.6114734299516909,0.3958937198067633,126.18637010390623,41.30375285612676,207,482,50240.0,104.2323651452282
41,1386246620.0,1386249300.0,3,lunch_or_transition,0.4416666666666666,0.4333333333333333,-0.008333333333333304,0.2263745704467354,0.1269329896907216,127.5264678409937,18.083141320025124,194,350,52340.0,149.54285714285714
42,1386249320.0,1386252000.0,3,afternoon_class,0.4333333333333333,0.2166666666666666,-0.2166666666666667,0.1674285714285714,0.1117142857142857,114.78675881825394,16.941074346097416,175,279,48520.0,173.90681003584228
43,1386252020.0,1386254700.0,3,afternoon_class,0.2166666666666666,0.775,0.5583333333333335,0.1135536398467433,0.0792624521072797,110.51244273836318,40.23679907746142,174,280,53840.0,192.28571428571428
44,1386254720.0,1386257400.0,3,afternoon_class,0.775,0.0,-0.775,0.6130608974358974,0.3307692307692307,141.32940246105903,102.12737145349429,208,432,56860.0,131.62037037037038
45,1386257420.0,1386259180.0,3,afternoon_class,0.0,0.0,0.0,0.0496212121212121,0.0448232323232323,44.76605857119878,37.416573867739416,66,54,13580.0,251.4814814814815
46,1386313220.0,1386314100.0,3,off_schedule,0.0,0.0,0.0,0.0383445945945945,0.0341216216216216,80.57294831393475,30.14962686336267,148,129,24520.0,190.07751937984497
47,1386314120.0,1386316800.0,3,off_schedule,0.0,0.0,0.0,0.0297979797979798,0.0258080808080808,107.98611021793498,10.44030650891055,165,149,56240.0,377.4496644295302
48,1386316820.0,1386319500.0,3,morning_class,0.0,0.9333333333333332,0.9333333333333332,0.0378968253968253,0.0317956349206349,103.9038016628843,144.79986187838716,168,174,67620.0,388.6206896551725
49,1386319520.0,1386322200.0,3,morning_class,0.9333333333333332,0.0,-0.9333333333333332,0.9075945626477544,0.7019503546099292,190.9214498164101,141.56977078458522,282,1206,134520.0,111.54228855721394
50,1386322220.0,1386324900.0,3,morning_class,0.0,0.0,0.0,0.0410598705501618,0.0327265372168284,128.11323116680805,13.30413469565007,206,218,75320.0,345.5045871559633
51,1386324920.0,1386327600.0,3,morning_class,0.0,0.6083333333333333,0.6083333333333333,0.0412238325281803,0.0341787439613526,125.26771331831678,75.95393340703298,207,251,80720.0,321.59362549800795
52,1386327620.0,1386330300.0,4,lunch_or_transition,0.6083333333333333,0.8083333333333333,0.20000000000000007,0.3142762284196546,0.2031872509960159,187.75249665450522,55.04543577809154,251,488,63820.0,130.77868852459017
53,1386330320.0,1386333000.0,4,lunch_or_transition,0.8083333333333333,0.3416666666666667,-0.4666666666666667,0.6640027322404372,0.3768442622950819,157.20368952413298,83.4146270146909,244,609,65880.0,108.17733990147784
54,1386333020.0,1386335700.0,4,lunch_or_transition,0.3416666666666667,0.0,-0.3416666666666667,0.1513972055888223,0.0894710578842315,102.63040485158382,20.248456731316587,167,267,39140.0,146.59176029962546
55,1386335720.0,1386338400.0,4,afternoon_class,0.0,0.375,0.375,0.0367886178861788,0.03130081300813,89.48184173339304,26.60826939130014,123,122,22620.0,185.40983606557376
56,1386338420.0,1386341100.0,4,afternoon_class,0.375,0.5333333333333333,0.15833333333333333,0.1559121621621621,0.0962274774774774,108.76120631916511,26.739483914241877,148,220,32260.0,146.63636363636363
